post_id,platform,content_type,topic,language,region,post_datetime,hashtags,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral,text,predicted_sentiment,engagement_level,likes_per_view,comments_per_view,shares_per_view
SM_101167,TikTok,carousel,Lifestyle,fr,Brazil,2024-12-08 00:00:00,#tech #ai,11426072,408074,249,3179,0.036,0.647,1,This is a amazing and exciting Lifestyle post on TikTok in carousel format,Positive,high,0.0357142825886024,2.1792264061327106e-05,0.0002782233230962204
SM_101168,X,carousel,Entertainment,ur,India,2024-05-12 00:00:00,#tech #ai #trending #funny #music,3131694,164826,26632,52551,0.0779,0.637,1,This is a amazing and exciting Entertainment post on X in carousel format,Positive,high,0.052631562141268545,0.008504020985440792,0.016780369735877855
SM_101169,TikTok,carousel,Entertainment,hi,UK,2024-04-12 00:00:00,#viral #music #funny #ai,6431070,428738,11989,89313,0.0824,0.984,1,This is a amazing and exciting Entertainment post on TikTok in carousel format,Positive,high,0.06666665630032696,0.0018642307012315677,0.013887733473942366
SM_101170,X,text,Lifestyle,fr,Pakistan,2024-06-08 00:00:00,#viral #ai #funny #fyp,10500,420,37427,94172,12.5732,0.531,0,This is a boring and disappointing Lifestyle post on X in text format,Negative,low,0.039996190838967716,3.564136748881059,8.967907818303019
SM_101171,TikTok,video,Sports,fr,US,2024-01-14 00:00:00,#news #tech #viral,3321640,415205,30318,98072,0.1637,-0.794,1,This is a amazing and exciting Sports post on TikTok in video format,Positive,high,0.12499996236799822,0.009127416237937815,0.02952516542275339
SM_101172,YouTube Shorts,carousel,Politics,en,Pakistan,2024-09-19 00:00:00,#ai #trending #news,6489555,432637,20431,41778,0.0763,0.928,1,This is a amazing and exciting Politics post on YouTube Shorts in carousel format,Positive,high,0.0666666563937502,0.0031482893436777493,0.006437728559550145
SM_101173,YouTube Shorts,text,Politics,hi,Brazil,2024-02-17 00:00:00,#ai #funny #fyp,4233236,302374,16400,49347,0.087,0.779,1,This is a amazing and exciting Politics post on YouTube Shorts in text format,Positive,high,0.07142855455529658,0.0038741039067739414,0.011657036919974006
SM_101174,TikTok,carousel,Entertainment,es,US,2024-01-18 00:00:00,#trending #viral #tech #funny,6927860,346393,3014,89905,0.0634,-0.989,1,This is a amazing and exciting Entertainment post on TikTok in carousel format,Positive,high,0.04999999278276513,0.0004350549181053142,0.01297731002397421
SM_101175,TikTok,video,Sports,es,US,2024-10-20 00:00:00,#ai #trending,151290,15129,2082,79444,0.6389,-0.713,0,This is a amazing and exciting Sports post on TikTok in video format,Positive,high,0.09999933902214937,0.013761558850162931,0.525107243656265
SM_101176,Instagram,carousel,Technology,en,US,2024-09-30 00:00:00,#tech #ai,4547242,324803,4878,8636,0.0744,-0.533,1,This is a amazing and exciting Technology post on Instagram in carousel format,Positive,high,0.07142855572046622,0.0010727379205377851,0.001899172751489199
SM_101177,TikTok,text,Politics,fr,Brazil,2024-07-03 00:00:00,#viral #music #ai #funny,9609184,369584,33788,34153,0.0455,-0.563,1,This is a amazing and exciting Politics post on TikTok in text format,Positive,high,0.03846153445895776,0.0035162191174381596,0.0035542036083184994
SM_101178,X,image,Entertainment,hi,US,2024-02-17 00:00:00,#news #ai #tech #music #viral,496264,29192,17658,98000,0.2919,0.212,0,This is a amazing and exciting Entertainment post on X in image format,Positive,high,0.05882341087926813,0.03558179601624132,0.19747513929050003
SM_101179,YouTube Shorts,video,Sports,en,Brazil,2024-02-17 00:00:00,#viral #ai #trending,6974540,348727,29983,87593,0.0669,-0.317,1,This is a amazing and exciting Sports post on YouTube Shorts in video format,Positive,high,0.049999992831069456,0.0042989208895610476,0.012558962661485536
SM_101180,YouTube Shorts,text,Politics,es,India,2024-06-04 00:00:00,#music #funny,712985,54845,44637,5544,0.1473,-0.069,0,This is a amazing and exciting Politics post on YouTube Shorts in text format,Positive,high,0.0769229690344551,0.06260571736331429,0.007775748752429921
SM_101181,TikTok,text,Entertainment,fr,Brazil,2024-05-21 00:00:00,#fyp #music #trending,907120,45356,25102,69346,0.1541,-0.944,0,This is a amazing and exciting Entertainment post on TikTok in text format,Positive,high,0.04999994488056169,0.027672162809592105,0.07644625138211991
SM_101182,Instagram,text,Education,hi,India,2024-06-24 00:00:00,#tech #news #music #viral,2735689,118943,21062,28993,0.0618,0.096,1,This is a amazing and exciting Education post on Instagram in text format,Positive,high,0.04347824497658726,0.007698971740219104,0.010598057528448033
SM_101183,YouTube Shorts,image,Lifestyle,en,UK,2024-06-24 00:00:00,#viral #trending #funny #news #fyp,10794351,372219,13215,83330,0.0434,0.931,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in image format,Positive,high,0.03448275542617102,0.0012242513492241127,0.007719777898664042
SM_101184,X,image,Education,en,Brazil,2024-11-10 00:00:00,#music #fyp #viral #trending #ai,67968,7552,41491,14860,0.9402,0.154,0,This is a average and okay Education post on X in image format,Positive,medium,0.11110947637893746,0.610440053553826,0.21862908090453
SM_101185,YouTube Shorts,video,Sports,en,India,2024-04-08 00:00:00,#music #fyp,8248800,329952,45931,16664,0.0476,-0.861,1,This is a amazing and exciting Sports post on YouTube Shorts in video format,Positive,high,0.0399999951508104,0.005568203184923482,0.0020201723862655918
SM_101186,YouTube Shorts,image,Sports,hi,US,2024-04-12 00:00:00,#trending #ai #fyp #viral #news,3983196,142257,30569,89746,0.0659,-0.318,1,This is a amazing and exciting Sports post on YouTube Shorts in image format,Positive,high,0.03571427674804937,0.0076744886080201405,0.022531147718779662
SM_101187,Instagram,image,Lifestyle,ur,Pakistan,2024-09-24 00:00:00,#news #tech #trending #funny,3546894,136419,10558,20812,0.0473,-0.713,1,This is a amazing and exciting Lifestyle post on Instagram in image format,Positive,high,0.03846152761781784,0.002976688060966,0.0058676673541224085
SM_101188,TikTok,carousel,Technology,hi,UK,2024-02-08 00:00:00,#tech #music #trending #ai,1587340,79367,7194,80078,0.105,0.989,0,This is a amazing and exciting Technology post on TikTok in carousel format,Positive,high,0.04999996850078212,0.0045321074677715754,0.050447887378956384
SM_101189,TikTok,carousel,Entertainment,fr,UK,2024-02-14 00:00:00,#tech #news #viral,430296,53787,2781,27565,0.1955,0.229,0,This is a amazing and exciting Entertainment post on TikTok in carousel format,Positive,high,0.1249997095029712,0.006462977896662073,0.06406040479017981
SM_101190,Instagram,carousel,Sports,ur,US,2024-12-24 00:00:00,#news #viral #music #trending,1364505,80265,8391,17047,0.0775,-0.456,0,This is a amazing and exciting Sports post on Instagram in carousel format,Positive,high,0.058823486302002334,0.006149478272722875,0.012493166024920375
SM_101191,X,video,Entertainment,en,Pakistan,2024-09-14 00:00:00,#tech #funny #ai #fyp,9162648,398376,10905,60520,0.0513,0.187,1,This is a amazing and exciting Entertainment post on X in video format,Positive,high,0.04347825612440245,0.0011901579990677368,0.006605076763281012
SM_101192,TikTok,text,Politics,hi,Brazil,2024-03-07 00:00:00,#tech #news #music #ai,558112,34882,20178,78534,0.2394,-0.353,0,This is a amazing and exciting Politics post on TikTok in text format,Positive,high,0.0624998880155094,0.036153968819934316,0.14071343975144818
SM_101193,Instagram,text,Sports,fr,Pakistan,2024-03-30 00:00:00,#fyp #tech,1310112,72784,18753,79559,0.1306,-0.731,0,This is a amazing and exciting Sports post on Instagram in text format,Positive,high,0.05555551315039237,0.01431403245368911,0.06072682280078131
SM_101194,YouTube Shorts,image,Lifestyle,en,Brazil,2024-02-20 00:00:00,#ai #viral #funny #fyp #news,4779165,251535,25261,30006,0.0642,-0.002,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in image format,Positive,high,0.052631567934656384,0.005285650257806487,0.0062785013117351435
SM_101195,TikTok,video,Education,en,Pakistan,2024-12-20 00:00:00,#trending #ai #viral #fyp,2552256,106344,43121,36635,0.0729,0.29,1,This is a amazing and exciting Education post on TikTok in video format,Positive,high,0.04166665034124698,0.016895242132747602,0.014353962003042797
SM_101196,TikTok,video,Politics,en,Pakistan,2024-06-01 00:00:00,#tech #trending #ai,3557465,187235,22399,67790,0.078,0.782,1,This is a amazing and exciting Politics post on TikTok in video format,Positive,high,0.05263156415268621,0.006296335650150978,0.01905569863492722
SM_101197,X,carousel,Lifestyle,ur,Brazil,2024-12-20 00:00:00,#ai #news #fyp #tech #music,7598136,361816,40227,13667,0.0547,0.109,1,This is a amazing and exciting Lifestyle post on X in carousel format,Positive,high,0.04761904135184717,0.005294324121820915,0.0017987303993070934
SM_101198,Instagram,carousel,Education,hi,India,2024-01-26 00:00:00,#tech #music #ai,1243596,103633,16314,69591,0.1524,0.789,0,This is a amazing and exciting Education post on Instagram in carousel format,Positive,high,0.08333326632341506,0.013118397680277453,0.055959446669620466
SM_101199,TikTok,video,Lifestyle,en,US,2024-11-15 00:00:00,#ai #tech #fyp #trending #news,3055420,305542,48333,48925,0.1318,0.625,1,This is a amazing and exciting Lifestyle post on TikTok in video format,Positive,high,0.09999996727128602,0.01581876932835115,0.016012523315117624
SM_101200,TikTok,text,Sports,ur,India,2024-09-28 00:00:00,#trending #music #viral,690914,40642,20250,34754,0.1384,0.978,0,This is a amazing and exciting Sports post on TikTok in text format,Positive,high,0.05882344427317398,0.029308959857580166,0.05030141189581931
SM_101201,YouTube Shorts,image,Education,ur,UK,2024-08-02 00:00:00,#viral #trending #music,2289546,84798,15965,30792,0.0575,-0.04,1,This is a amazing and exciting Education post on YouTube Shorts in image format,Positive,high,0.037037020860458424,0.006972995094662831,0.01344894863481728
SM_101202,YouTube Shorts,image,Technology,en,India,2024-11-22 00:00:00,#trending #viral #music,4900065,326671,46939,62048,0.0889,0.659,1,This is a amazing and exciting Technology post on YouTube Shorts in image format,Positive,high,0.06666665306140775,0.009579258728351822,0.01266268658422152
SM_101203,Instagram,carousel,Technology,hi,India,2024-12-24 00:00:00,#music #viral #news #tech #ai,12264330,471705,4047,49053,0.0428,0.747,1,This is a amazing and exciting Technology post on Instagram in carousel format,Positive,high,0.03846153532548983,0.00032998130921287104,0.0039996474328685356
SM_101204,X,carousel,Education,en,Pakistan,2024-01-02 00:00:00,#viral #tech,2571114,367302,28184,50734,0.1736,0.625,1,This is a amazing and exciting Education post on X in carousel format,Positive,high,0.14285708729481178,0.010961781172759678,0.019732295132656456
SM_101205,YouTube Shorts,image,Politics,es,India,2024-05-04 00:00:00,#news #tech #viral,789265,157853,23993,81007,0.333,-0.195,0,This is a amazing and exciting Politics post on YouTube Shorts in image format,Positive,high,0.19999974660000558,0.030399130331219132,0.10263586674201093
SM_101206,X,text,Technology,fr,Pakistan,2024-08-05 00:00:00,#viral #tech #news,1884160,94208,7498,69640,0.0909,-0.734,0,This is a amazing and exciting Technology post on X in text format,Positive,high,0.04999997346298963,0.003979490075423491,0.03696074804647798
SM_101207,X,video,Sports,fr,US,2024-07-03 00:00:00,#tech #fyp #music,4951648,309478,47296,92869,0.0908,0.387,1,This is a amazing and exciting Sports post on X in video format,Positive,high,0.06249998737794218,0.00955156554917362,0.018755166208267185
SM_101208,X,carousel,Education,ur,Brazil,2024-05-21 00:00:00,#ai #music #tech #fyp #viral,1717888,214736,35917,79527,0.1922,-0.148,0,This is a amazing and exciting Education post on X in carousel format,Positive,high,0.12499992723627662,0.02090763722219538,0.04629344503632074
SM_101209,TikTok,image,Education,hi,US,2024-03-21 00:00:00,#ai #fyp #tech,4036310,237430,40042,7131,0.0705,0.561,1,This is a amazing and exciting Education post on TikTok in image format,Positive,high,0.05882351483817773,0.009920444683276387,0.001766712228071623
SM_101210,TikTok,video,Technology,en,US,2024-01-12 00:00:00,#tech #news #fyp,5659368,235807,46170,17884,0.053,-0.016,1,This is a amazing and exciting Technology post on TikTok in video format,Positive,high,0.041666659304243986,0.008158153320626381,0.003160069612000914
SM_101211,TikTok,text,Education,en,US,2024-04-13 00:00:00,#fyp #news #music #ai,10910040,454585,10455,85960,0.0505,0.102,1,This is a amazing and exciting Education post on TikTok in text format,Positive,high,0.04166666284755483,0.0009582915407925598,0.007878980473125628
SM_101212,X,carousel,Politics,es,India,2024-07-09 00:00:00,#trending #news #funny #fyp #viral,468207,17341,23159,25626,0.1412,0.171,0,This is a amazing and exciting Politics post on X in carousel format,Positive,high,0.037036957933226256,0.04946305915319687,0.0547320848853501
SM_101213,TikTok,carousel,Lifestyle,en,US,2024-02-10 00:00:00,#fyp #viral,11328489,492543,13336,63928,0.0503,0.665,1,This is a amazing and exciting Lifestyle post on TikTok in carousel format,Positive,high,0.04347825703160792,0.0011772089660669692,0.005643117485207649
SM_101214,YouTube Shorts,text,Sports,hi,India,2024-01-15 00:00:00,#trending #funny #music,1065042,39446,4880,54479,0.0928,-0.533,0,This is a amazing and exciting Sports post on YouTube Shorts in text format,Positive,high,0.0370370022618805,0.00458197462449873,0.05115192532132506
SM_101215,YouTube Shorts,image,Politics,hi,US,2024-05-07 00:00:00,#news #trending #ai #viral,3386850,338685,46126,81419,0.1377,0.046,1,This is a amazing and exciting Politics post on YouTube Shorts in image format,Positive,high,0.09999997047404802,0.013619140611736389,0.02403973484514081
SM_101216,YouTube Shorts,text,Lifestyle,hi,Pakistan,2024-07-25 00:00:00,#viral #trending,5980944,249206,42436,99246,0.0654,-0.384,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in text format,Positive,high,0.04166665970009756,0.0070951998388214576,0.0165936988218417
SM_101217,Instagram,video,Entertainment,ur,Brazil,2024-01-30 00:00:00,#tech #viral #fyp,3383387,483341,17632,71233,0.1691,0.62,1,This is a amazing and exciting Entertainment post on Instagram in video format,Positive,high,0.14285710063403903,0.005211344368425968,0.021053748491157383
SM_101218,X,video,Politics,fr,Brazil,2024-07-27 00:00:00,#music #news #ai #funny #trending,43848,1566,30776,83887,2.6507,-0.851,0,This is a boring and disappointing Politics post on X in video format,Negative,low,0.03571347123081484,0.7018632123879678,1.9130880977901434
SM_101219,YouTube Shorts,image,Education,fr,Brazil,2024-02-16 00:00:00,#ai #trending #tech #funny,2567138,88522,44353,60740,0.0754,0.401,1,This is a amazing and exciting Education post on YouTube Shorts in image format,Positive,high,0.03448274518832054,0.01727721015496239,0.02366058090348828
SM_101220,Instagram,video,Politics,es,UK,2024-10-13 00:00:00,#trending #news #fyp,3962055,264137,30578,96908,0.0988,0.883,1,This is a amazing and exciting Politics post on Instagram in video format,Positive,high,0.0666666498403859,0.007717710198947213,0.024459018247091915
SM_101221,Instagram,carousel,Sports,fr,Pakistan,2024-12-18 00:00:00,#fyp #music #tech #news,6340328,218632,33372,21200,0.0431,0.95,1,This is a amazing and exciting Sports post on Instagram in carousel format,Positive,high,0.03448275318205096,0.0052634492626486735,0.003343675067965716
SM_101222,Instagram,video,Technology,ur,US,2024-08-18 00:00:00,#viral #funny #trending #fyp,9279072,319968,20602,36406,0.0406,0.933,1,This is a amazing and exciting Technology post on Instagram in video format,Positive,high,0.03448275490450393,0.0022202648906846623,0.0039234522672685086
SM_101223,TikTok,text,Lifestyle,ur,US,2024-09-25 00:00:00,#viral #news #funny #trending #tech,6114675,291175,9295,38368,0.0554,0.352,1,This is a amazing and exciting Lifestyle post on TikTok in text format,Positive,high,0.04761903983138273,0.0015201132488458914,0.0062747396591413835
SM_101224,Instagram,carousel,Education,ur,US,2024-06-14 00:00:00,#tech #fyp #viral #funny,6146361,472797,10767,30134,0.0836,-0.498,1,This is a amazing and exciting Education post on Instagram in carousel format,Positive,high,0.07692306440785622,0.001751767956394368,0.00490273758688473
SM_101225,Instagram,image,Entertainment,es,UK,2024-08-27 00:00:00,#fyp #music #ai #news #tech,5542950,369530,19958,40476,0.0776,0.939,1,This is a amazing and exciting Entertainment post on Instagram in image format,Positive,high,0.06666665463937892,0.003600609134015437,0.007302247485139234
SM_101226,X,video,Education,en,Brazil,2024-09-24 00:00:00,#fyp #music #trending #news #viral,3123515,135805,17309,97821,0.0803,-0.847,1,This is a amazing and exciting Education post on X in video format,Positive,high,0.04347824694991157,0.005541511553006292,0.03131759209813556
SM_101227,YouTube Shorts,video,Politics,fr,US,2024-12-17 00:00:00,#news #viral #ai #trending #fyp,3330117,158577,36391,90910,0.0858,-0.787,1,This is a amazing and exciting Politics post on YouTube Shorts in video format,Positive,high,0.04761903331954003,0.010927840995424187,0.027299332936550597
SM_101228,TikTok,image,Sports,ur,India,2024-12-01 00:00:00,#tech #funny #news #music,310369,18257,32162,35316,0.2762,-0.77,0,This is a amazing and exciting Sports post on TikTok in image format,Positive,high,0.0588233398846538,0.10362470599606921,0.11378677062860457
SM_101229,X,text,Lifestyle,es,Pakistan,2024-11-30 00:00:00,#viral #music #ai #tech #fyp,4076430,407643,48349,947,0.1121,-0.225,1,This is a amazing and exciting Lifestyle post on X in text format,Positive,high,0.09999997546873723,0.011860620233728966,0.00023231105837434756
SM_101230,TikTok,video,Sports,hi,India,2024-12-16 00:00:00,#music #fyp #trending #news #viral,2493140,95890,15545,72256,0.0737,0.296,1,This is a amazing and exciting Sports post on TikTok in video format,Positive,high,0.038461523034597725,0.0062351066385735905,0.02898191478139423
SM_101231,X,text,Politics,es,US,2024-09-11 00:00:00,#trending #fyp,2702462,193033,11355,55513,0.0962,0.461,1,This is a amazing and exciting Politics post on X in text format,Positive,high,0.07142854499765584,0.004201722650781898,0.020541631837327653
SM_101232,X,text,Entertainment,hi,UK,2024-10-19 00:00:00,#trending #funny,5669924,436148,28374,31729,0.0875,-0.639,1,This is a amazing and exciting Entertainment post on X in text format,Positive,high,0.07692306335621724,0.005004298998664004,0.005596017584006843
SM_101233,YouTube Shorts,image,Entertainment,es,India,2024-01-07 00:00:00,#viral #fyp,1836648,83484,395,87536,0.0933,-0.197,0,This is a amazing and exciting Entertainment post on YouTube Shorts in image format,Positive,high,0.045454520705916046,0.00021506558956011737,0.047660712525909955
SM_101234,YouTube Shorts,image,Entertainment,en,US,2024-06-30 00:00:00,#music #trending #tech #fyp #news,7702975,308119,35333,5868,0.0453,0.351,1,This is a amazing and exciting Entertainment post on YouTube Shorts in image format,Positive,high,0.03999999480720179,0.004586928480628786,0.0007617834977027061
SM_101235,X,carousel,Lifestyle,en,Brazil,2024-08-15 00:00:00,#viral #trending #fyp,24585,1639,25493,17028,1.7962,0.396,0,This is a boring and disappointing Lifestyle post on X in carousel format,Negative,low,0.06666395509639632,1.036890913528024,0.692589278451151
SM_101236,Instagram,image,Lifestyle,hi,Pakistan,2024-06-02 00:00:00,#viral #tech #trending #fyp,6878938,312679,10315,63966,0.0563,0.744,1,This is a amazing and exciting Lifestyle post on Instagram in image format,Positive,high,0.04545453884676111,0.001499504502075102,0.00929881773918914
SM_101237,TikTok,carousel,Politics,hi,Brazil,2024-05-12 00:00:00,#trending #ai #viral #fyp,9300648,332166,32268,93949,0.0493,0.606,1,This is a amazing and exciting Politics post on TikTok in carousel format,Positive,high,0.03571428187430791,0.0034694353049986083,0.0101013380894172
SM_101238,X,image,Education,hi,Pakistan,2024-07-01 00:00:00,#ai #tech #news #trending,4881438,271191,46719,71467,0.0798,-0.703,1,This is a amazing and exciting Education post on X in image format,Positive,high,0.05555554417457639,0.00957074338120378,0.014640559884083361
SM_101239,YouTube Shorts,carousel,Lifestyle,ur,Pakistan,2024-03-15 00:00:00,#ai #trending #viral #funny #tech,7644140,382207,512,66973,0.0588,0.117,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in carousel format,Positive,high,0.049999993459042685,6.697940291786873e-05,0.008761350686754732
SM_101240,Instagram,image,Education,en,UK,2024-11-25 00:00:00,#funny #viral #trending #news #music,2505294,278366,7359,30980,0.1264,-0.839,1,This is a amazing and exciting Education post on Instagram in image format,Positive,high,0.11111106676060105,0.002937378632057303,0.012365809216080341
SM_101241,Instagram,carousel,Lifestyle,en,Brazil,2024-12-12 00:00:00,#fyp #music #funny #trending,9920380,496019,5042,28634,0.0534,0.173,1,This is a amazing and exciting Lifestyle post on Instagram in carousel format,Positive,high,0.049999994959870994,0.0005082466086735984,0.002886381077500955
SM_101242,X,text,Technology,hi,US,2024-05-29 00:00:00,#music #viral,7766902,298727,47650,73374,0.054,-0.046,1,This is a amazing and exciting Technology post on X in text format,Positive,high,0.038461533509559734,0.006135006449803738,0.00944700867256872
SM_101243,Instagram,text,Politics,ur,India,2024-01-20 00:00:00,#viral #tech #funny,3032696,379087,6416,39134,0.14,0.567,1,This is a amazing and exciting Politics post on Instagram in text format,Positive,high,0.12499995878256219,0.002115608648011984,0.01290402569066412
SM_101244,X,text,Politics,hi,UK,2024-07-16 00:00:00,#funny #news #fyp #tech #trending,1970040,394008,28931,99783,0.2653,-0.354,0,This is a amazing and exciting Politics post on X in text format,Positive,high,0.19999989847927022,0.014685481165112807,0.050650214894004744
SM_101245,YouTube Shorts,carousel,Lifestyle,hi,UK,2024-10-26 00:00:00,#trending #viral #tech #fyp #ai,5743501,337853,35419,5210,0.0659,-0.212,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in carousel format,Positive,high,0.05882351917001161,0.006166795101664455,0.0009071120720424577
SM_101246,Instagram,carousel,Technology,fr,Brazil,2024-08-04 00:00:00,#news #music #viral,7005830,269455,9932,77464,0.0509,-0.061,1,This is a amazing and exciting Technology post on Instagram in carousel format,Positive,high,0.03846153297160608,0.0014176762185670764,0.011057075170668547
SM_101247,YouTube Shorts,carousel,Education,hi,Pakistan,2024-04-28 00:00:00,#fyp #tech #viral,1879965,208885,10851,7934,0.1211,-0.979,0,This is a amazing and exciting Education post on YouTube Shorts in carousel format,Positive,high,0.11111105200838739,0.005771912896297061,0.0042202890903346125
SM_101248,X,text,Entertainment,en,US,2024-02-19 00:00:00,#music #fyp #viral,1769589,196621,2085,6090,0.1157,0.572,0,This is a amazing and exciting Entertainment post on X in text format,Positive,high,0.11111104832192768,0.0011782390271192762,0.0034414751439599003
SM_101249,X,carousel,Politics,en,Brazil,2024-04-09 00:00:00,#fyp #tech #music #funny,651469,50113,8351,85415,0.2209,0.748,0,This is a amazing and exciting Politics post on X in carousel format,Positive,high,0.07692295884691544,0.01281870231937004,0.1311111793328933
SM_101250,TikTok,video,Politics,ur,Brazil,2024-02-03 00:00:00,#viral #tech #trending #news #funny,1929835,385967,42747,26141,0.2357,0.134,0,This is a amazing and exciting Politics post on TikTok in video format,Positive,high,0.19999989636425064,0.02215058688924862,0.01354571061996978
SM_101251,TikTok,image,Technology,hi,India,2024-04-22 00:00:00,#news #trending #ai #tech #funny,4812104,437464,24851,22196,0.1007,-0.238,1,This is a amazing and exciting Technology post on TikTok in image format,Positive,high,0.09090907201733961,0.005164268028232967,0.004612534431397486
SM_101252,YouTube Shorts,image,Sports,fr,US,2024-02-10 00:00:00,#music #fyp #trending,1357275,90485,18695,58503,0.1235,-0.081,0,This is a amazing and exciting Sports post on YouTube Shorts in image format,Positive,high,0.06666661754867838,0.013773911864646542,0.043103245029014
SM_101253,X,image,Entertainment,ur,Pakistan,2024-08-10 00:00:00,#tech #trending,1149485,229897,38313,91322,0.3128,0.671,0,This is a amazing and exciting Entertainment post on X in image format,Positive,high,0.1999998260091902,0.03333054948037645,0.0794459436652556
SM_101254,X,carousel,Sports,ur,Brazil,2024-03-13 00:00:00,#ai #viral,3798544,474818,31102,81419,0.1546,-0.601,1,This is a amazing and exciting Sports post on X in carousel format,Positive,high,0.12499996709266312,0.00818787193517518,0.02143425969680496
SM_101255,Instagram,carousel,Politics,fr,UK,2024-03-11 00:00:00,#trending #fyp,8122436,290087,29798,39517,0.0442,0.109,1,This is a amazing and exciting Politics post on Instagram in carousel format,Positive,high,0.0357142813172943,0.003668603400678885,0.004865165466965148
SM_101256,TikTok,video,Sports,hi,US,2024-03-20 00:00:00,#tech #trending,572083,19727,18570,91562,0.227,-0.109,0,This is a amazing and exciting Sports post on TikTok in video format,Positive,high,0.034482698344998286,0.032460268072520816,0.16004992273861882
SM_101257,YouTube Shorts,video,Lifestyle,es,UK,2024-11-23 00:00:00,#ai #news #tech #trending,3155184,175288,9787,87903,0.0865,-0.671,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in video format,Positive,high,0.05555553794785409,0.003101878336769476,0.027859856078169744
SM_101258,YouTube Shorts,carousel,Technology,hi,UK,2024-03-21 00:00:00,#trending #music,7748223,368963,12471,42615,0.0547,0.143,1,This is a amazing and exciting Technology post on YouTube Shorts in carousel format,Positive,high,0.047619041473246,0.0016095301323245173,0.0054999700576545026
SM_101259,Instagram,text,Education,fr,Brazil,2024-09-27 00:00:00,#funny #news #trending,926352,102928,6564,84695,0.2096,0.527,0,This is a amazing and exciting Education post on Instagram in text format,Positive,high,0.1111109911664344,0.0070858517217518594,0.09142842955115382
SM_101260,X,text,Sports,ur,Brazil,2024-02-16 00:00:00,#tech #ai #viral,7015161,369219,11711,77607,0.0654,0.251,1,This is a amazing and exciting Sports post on X in text format,Positive,high,0.052631571444821945,0.0016693841140090564,0.011062752364093658
SM_101261,YouTube Shorts,video,Politics,en,Brazil,2024-07-12 00:00:00,#news #funny #ai #trending #fyp,1182706,51422,26483,71043,0.1259,0.485,0,This is a amazing and exciting Politics post on YouTube Shorts in video format,Positive,high,0.043478224107915145,0.022391851912603882,0.06006813183654109
SM_101262,X,video,Politics,es,UK,2024-04-12 00:00:00,#news #tech,902400,90240,15315,73763,0.1987,-0.23,0,This is a amazing and exciting Politics post on X in video format,Positive,high,0.09999988918451996,0.016971390767519096,0.08174082253898211
SM_101263,TikTok,image,Education,en,UK,2024-10-18 00:00:00,#news #fyp #trending,6862671,298377,16977,97629,0.0602,0.767,1,This is a amazing and exciting Education post on TikTok in image format,Positive,high,0.043478254534094006,0.0024738177782647926,0.014226091528197763
SM_101264,X,video,Education,es,Pakistan,2024-08-06 00:00:00,#viral #music #fyp #funny,11565576,481899,20475,43130,0.0472,-0.051,1,This is a amazing and exciting Education post on X in video format,Positive,high,0.041666663064021794,0.0017703396899264084,0.003729169759537289
SM_101265,TikTok,image,Lifestyle,en,Pakistan,2024-11-10 00:00:00,#viral #ai,513288,42774,29127,82477,0.3008,0.148,0,This is a amazing and exciting Lifestyle post on TikTok in image format,Positive,high,0.08333317098164972,0.05674580986539746,0.1606833577185562
SM_101266,X,carousel,Sports,ur,India,2024-01-04 00:00:00,#ai #trending #news,10788400,431536,6482,56653,0.0459,-0.903,1,This is a amazing and exciting Sports post on X in carousel format,Positive,high,0.03999999629231431,0.0006008304659791567,0.0052512879341433455
SM_101267,YouTube Shorts,text,Sports,hi,US,2024-09-03 00:00:00,#tech #music #news #funny #viral,5991882,460914,41803,53474,0.0928,0.806,1,This is a amazing and exciting Sports post on YouTube Shorts in text format,Positive,high,0.07692306408519659,0.0069766048502615955,0.008924406568018768
SM_101268,YouTube Shorts,image,Education,en,Pakistan,2024-06-09 00:00:00,#viral #funny #tech #news,3871728,276552,26032,96257,0.103,0.892,1,This is a amazing and exciting Education post on YouTube Shorts in image format,Positive,high,0.07142855297981858,0.006723611079184519,0.024861502445031665
SM_101269,X,text,Education,ur,Pakistan,2024-10-31 00:00:00,#trending #tech #viral #ai #funny,208677,9937,38604,52152,0.4825,-0.846,0,This is a average and okay Education post on X in text format,Positive,high,0.047618819425143045,0.18499314733704558,0.24991613874006843
SM_101270,Instagram,text,Politics,es,Pakistan,2024-01-01 00:00:00,#funny #tech #music #trending #fyp,6748110,374895,32093,93649,0.0742,0.037,1,This is a amazing and exciting Politics post on Instagram in text format,Positive,high,0.05555554732279893,0.004755849451794732,0.01387780965665799
SM_101271,TikTok,text,Technology,hi,Pakistan,2024-09-26 00:00:00,#music #tech #ai #trending #fyp,2544710,254471,2941,14507,0.1069,0.369,1,This is a amazing and exciting Technology post on TikTok in text format,Positive,high,0.09999996070280673,0.001155730454263765,0.005700843828631228
SM_101272,Instagram,text,Lifestyle,fr,Pakistan,2024-02-21 00:00:00,#music #trending #fyp #tech #news,444142,26126,27677,38418,0.2076,-0.818,0,This is a amazing and exciting Lifestyle post on Instagram in text format,Positive,high,0.05882339696899422,0.06231551549838678,0.0864991680607372
